reading mixed-80.pcap...
0: 192.168.1.33:51353  <=>  192.168.1.15:443  
IN: 39932
54,19832
66,1
126,1
131,74
133,669
134,689
135,752
136,774
137,771
138,738
139,712
140,784
141,722
142,809
143,740
144,723
145,707
146,776
147,784
148,710
149,702
150,739
151,803
152,746
153,767
154,708
155,713
156,262
157,232
158,101
159,77
160,85
161,123
162,89
163,117
164,76
165,81
166,110
167,86
168,92
169,87
170,98
171,105
172,101
173,89
174,108
175,106
176,100
177,102
178,90
179,69
180,23
181,23
182,23
183,24
184,19
185,25
186,16
187,22
188,25
189,15
190,33
191,26
192,29
193,19
194,33
195,26
196,1
197,1
199,1
200,3
201,1
202,1
209,1
211,1
212,1
214,2
218,2
234,1
280,1
774,1
1183,1
OUT: 47317
60,7104
66,1
92,1
118,2310
120,2243
122,15547
124,2
126,1
134,710
136,1509
138,1601
140,1518
142,1589
144,1616
146,1506
148,1623
150,1480
152,1598
154,1575
156,1469
158,451
160,124
162,169
164,143
166,99
168,142
170,116
172,152
174,138
176,168
178,147
180,125
182,30
184,40
186,40
188,37
190,34
192,58
194,44
196,54
202,1
232,1
572,1




1: 192.168.1.33:51354  <=>  192.168.1.15:443  
IN: 38
54,1
66,1
280,1
370,1
377,1
401,10
403,22
1174,1
OUT: 39
60,2
66,1
180,1
202,1
246,1
260,1
278,32




2: 192.168.1.33:51355  <=>  192.168.1.15:443  
IN: 301
54,1
66,1
280,1
373,1
401,11
403,90
405,195
1174,1
OUT: 302
60,2
66,1
180,1
202,1
264,1
274,1
278,100
280,195




3: 192.168.1.33:51356  <=>  192.168.1.15:443  
IN: 2935
54,1
66,1
280,1
376,1
401,10
403,90
405,900
406,1
407,1929
1174,1
OUT: 2936
60,2
66,1
180,1
202,1
268,1
278,100
280,901
282,1929




4: 192.168.1.33:51357  <=>  192.168.1.15:443  
IN: 29277
54,3
66,1
280,1
378,1
379,1
401,10
403,90
405,900
407,9000
409,19269
1174,1
OUT: 29276
60,2
66,1
180,1
202,1
242,1
272,1
278,100
280,900
282,28269




5: 192.168.1.33:51358  <=>  192.168.1.15:443  
IN: 292690
54,21
66,1
280,1
359,1
383,1
401,10
403,90
405,900
407,9000
409,90000
411,192664
1174,1
OUT: 292671
60,2
66,1
180,1
202,1
216,1
278,101
280,900
282,99000
284,192664




