reading mixed-40.pcap...
0: 192.168.1.33:51347  <=>  192.168.1.15:443  
IN: 138318
54,68921
131,305
133,2631
134,2528
135,2649
136,2610
137,2540
138,2526
139,2569
140,2598
141,2591
142,2468
143,2577
144,2517
145,2687
146,2515
147,2501
148,2488
149,2630
150,2543
151,2501
152,2532
153,2532
154,2700
155,2248
156,845
157,807
158,351
159,405
160,306
161,372
162,348
163,323
164,307
165,350
166,342
167,350
168,381
169,291
170,383
171,312
172,310
173,384
174,316
175,324
176,338
177,383
178,331
179,248
180,101
181,70
182,105
183,77
184,61
185,59
186,76
187,74
188,64
189,71
190,90
191,68
192,89
193,73
194,76
195,67
196,5
197,7
198,9
199,4
200,3
201,10
202,8
203,1
204,2
205,3
206,2
207,3
208,3
209,5
210,1
212,3
214,1
215,2
216,4
217,2
218,2
234,1
684,1
774,1
OUT: 162952
60,24128
118,3860
120,3419
122,62130
124,2
126,1
134,2755
136,5407
138,5404
140,5329
142,5423
144,5284
146,5432
148,5228
150,5329
152,5261
154,5282
156,5163
158,1515
160,564
162,497
164,475
166,476
168,498
170,499
172,525
174,504
176,469
178,537
180,483
182,122
184,163
186,106
188,137
190,126
192,143
194,150
196,126




1: 192.168.1.33:51348  <=>  192.168.1.15:443  
IN: 119
54,1
66,1
280,1
360,10
362,90
363,1
364,13
371,1
1174,1
OUT: 120
60,2
66,1
180,1
202,1
224,10
226,104
262,1




2: 192.168.1.33:51349  <=>  192.168.1.15:443  
IN: 1041
54,1
66,1
280,1
360,10
362,91
364,900
366,35
375,1
1174,1
OUT: 1042
60,2
66,1
180,1
202,1
222,1
224,10
226,990
228,35
266,1




3: 192.168.1.33:51350  <=>  192.168.1.15:443  
IN: 10260
54,1
66,1
280,1
360,10
362,90
364,900
366,9000
367,1
368,254
378,1
1174,1
OUT: 10261
60,2
66,1
180,1
202,1
224,10
226,990
228,9001
230,254
270,1




4: 192.168.1.33:51351  <=>  192.168.1.15:443  
IN: 102459
54,11
66,1
280,1
356,1
360,10
362,90
364,900
366,9000
368,90000
370,2443
381,1
1174,1
OUT: 102450
60,2
66,1
180,1
202,1
212,1
224,10
226,990
228,9000
230,92443
274,1




5: 192.168.1.33:51352  <=>  192.168.1.15:443  
IN: 1024422
54,89
66,1
280,1
314,4
360,10
361,1
362,90
364,900
366,9000
368,90000
370,900000
372,24324
384,1
1174,1
OUT: 1024339
60,6
66,1
180,1
202,1
218,1
224,10
226,990
228,9000
230,990000
232,24324
254,4
278,1




